Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
0.22764575000023468,1000,,,,-0.00019934550741767818,16.13762870029734,0.04754148254280918,0,0,0.767206889573656,0,,
0.23005100000016387,1100,,,,0.022761609260717675,16.10403896628447,0.31161532451688706,4040,0,5.0182586805634415,0.00453825885175595,,
3.725151250000111,1200,,,,0.07829687448305775,16.029380271954206,0.9353920867752693,7433,0,14.993750308383207,0.005222362266379952,,
7.203350750000309,1300,,,,0.16794261479311182,15.879067291337032,2.149352331082353,10681,0,34.12970679323833,0.0049211164446765834,,
10.676201250000158,1400,,,,0.2804634620952219,15.646534823954287,4.012301203033481,13578,0,62.77862055596106,0.004467582485161929,,
14.17460100000044,1500,,,,0.39139603557229175,15.354001398620886,6.281889748308232,15942,0,96.45215268649966,0.004057933382404759,,
17.69390050000036,1600,,,,0.5028218880432723,15.009684844634132,9.006249404091927,17969,0,135.18098839165162,0.0037196233117101026,,
21.215700250000086,1700,,,,0.6274021755389746,14.58036843110142,12.404369045148064,19924,0,180.8602174740194,0.0034690056861010265,,
24.720100500000317,1800,,,,0.7502033384357711,14.07234903647101,16.456570246125565,21713,0,231.5825355023047,0.0032394742590034524,,
28.242850250000277,1900,,,,0.8661848130066072,13.48419050356921,21.03893525022268,23281,0,283.69305129666884,0.003053248945858402,,
31.744650750000353,2000,,,,0.9580801176593132,12.884294384649806,25.498592688968902,24426,0,328.531453197475,0.0029162516503883707,,
35.241400750000025,2000,,,,0.9441170021660377,12.807618147842714,25.142030920573138,24255,0,322.0095560703287,0.002931954431590989,,
38.7426507500003,1900,,,,0.8301342088674767,13.293884921874078,20.192922430468023,22711,0,268.4421951224605,0.0030924218159953908,,
42.24465075000013,1800,,,,0.709495274965244,13.761316369416775,15.675410674317016,21087,0,215.71430894541544,0.0032890577963712144,,
45.74360175000014,1700,,,,0.5864347060505424,14.178161361066978,11.783248079187233,19339,0,167.06480456068394,0.003510247369470307,,
49.24485075000021,1600,,,,0.4702927301996661,14.529006026134436,8.46385982653834,17393,0,122.97145691818625,0.0038244098519211026,,
52.74440100000025,1500,,,,0.3651701355983316,14.813334415893952,5.943189985008931,15418,0,88.03845194059875,0.004147867019929969,,
56.25680025000005,1400,,,,0.2578886767449129,15.060179935146314,3.77365313888591,13103,0,56.831904756605034,0.0045378611664902,,
59.76930125000022,1300,,,,0.1555758000370066,15.268808676953551,2.0095126861929375,10251,0,30.682835584756486,0.0050707731523559835,,
63.269100500000036,1200,,,,0.07465380259668351,15.419560215949442,0.8753773863371748,7160,0,13.497928262965354,0.005531172063413568,,
66.77160125000012,1100,,,,0.021731736509495322,15.514420540157335,0.3039856537846669,3893,0,4.716161094686022,0.004608588520453686,,
70.2683010000002,1000,,,,0.0009495908784093818,15.576507406196455,0.03861537388560397,0,0,0.6014947509938027,0,,
